iter	Logloss
0	0.6654826445
1	0.6365081338
2	0.6065943998
3	0.5811189539
4	0.5544444365
5	0.5298200719
6	0.5085157058
7	0.489672313
8	0.4706902448
9	0.4530561111
10	0.4371931188
11	0.4211708966
12	0.4079841165
13	0.3970399744
14	0.3832530302
15	0.3731058233
16	0.3608606675
17	0.3491890402
18	0.3387842964
19	0.3287507001
20	0.319066216
21	0.3087282517
22	0.302305244
23	0.2947489795
24	0.2888077231
25	0.2792448156
26	0.2713228114
27	0.2636557186
28	0.260419509
29	0.2556387957
30	0.250794377
31	0.2456761304
32	0.240793116
33	0.2341542188
34	0.2301708221
35	0.2264218947
36	0.223049478
37	0.2197000616
38	0.217106404
39	0.2144518011
40	0.2121684804
41	0.2098420536
42	0.2053020702
43	0.2007677415
44	0.1984741211
45	0.1948851417
46	0.1926217921
47	0.1904953227
48	0.187424727
49	0.1854404449
50	0.1833421819
51	0.1816310322
52	0.1782984565
53	0.176982386
54	0.1741813772
55	0.1728348788
56	0.1704498291
57	0.1683264901
58	0.1663419387
59	0.1651606167
60	0.1642454596
61	0.1632031609
62	0.1611126844
63	0.1590470707
64	0.1571300507
65	0.1553380854
66	0.1540289037
67	0.1527197333
68	0.1515665952
69	0.1498314577
70	0.1487628488
71	0.147996319
72	0.1472769232
73	0.146400878
74	0.1453096726
75	0.1439046972
76	0.1428363463
77	0.1418506398
78	0.1407710805
79	0.1399930954
80	0.1391291674
81	0.1379094741
82	0.1371315002
83	0.1362816867
84	0.1354428011
85	0.1346701454
86	0.1338989707
87	0.1330547445
88	0.1323424059
89	0.1316679786
90	0.1309774174
91	0.1300352433
92	0.1293518964
93	0.1285732494
94	0.1279345008
95	0.1274202347
96	0.1267838534
97	0.1261527454
98	0.125433372
99	0.1247052698
100	0.1238269582
101	0.1229651732
102	0.1223948984
103	0.1220063041
104	0.1214442309
105	0.1209983153
106	0.1203630223
107	0.1199062572
108	0.1195066115
109	0.11885551
110	0.1184096953
111	0.1177134907
112	0.1171727573
113	0.1167112911
114	0.1161418242
115	0.1158839057
116	0.1154159546
117	0.1149716097
118	0.1143488491
119	0.1137316311
120	0.1132635229
121	0.1128975251
122	0.1122742148
123	0.111753935
124	0.1110653148
125	0.1105318069
126	0.1101178338
127	0.1096714244
128	0.1092757954
129	0.1088954477
130	0.1084485671
131	0.1080227684
132	0.1075671364
133	0.1071697347
134	0.1068102444
135	0.1065038569
136	0.1059738271
137	0.1055520899
138	0.1053207734
139	0.1049557069
140	0.1047448775
141	0.1043720133
142	0.1040470684
143	0.1036208545
144	0.1032511543
145	0.1028465159
146	0.1025272369
147	0.1021039402
148	0.101819734
149	0.1013835234
150	0.1009953779
151	0.1007095225
152	0.1005649567
153	0.1002379025
154	0.09991004046
155	0.09953581866
156	0.09921125524
157	0.09890364479
158	0.09850434696
159	0.09818196016
160	0.09784047744
161	0.09763304766
162	0.09722051059
163	0.09687396779
164	0.09646642348
165	0.09622061112
166	0.09595974193
167	0.09563736635
168	0.09525820788
169	0.09501088086
170	0.09475221073
171	0.09445649315
172	0.09413788739
173	0.093778139
174	0.09342365265
175	0.09311373094
176	0.09279755985
177	0.0924372112
178	0.09208454805
179	0.09171133602
180	0.0915902867
181	0.0912850436
182	0.09092916601
183	0.09062085993
184	0.09040131288
185	0.09014536353
186	0.0899222374
187	0.08953139361
188	0.08930371789
189	0.08898324405
190	0.08876763512
191	0.08855853361
192	0.08834659913
193	0.08809515448
194	0.08791939231
195	0.08761270186
196	0.08741559982
197	0.08704847448
198	0.08677202113
199	0.08648529614
200	0.08622969459
201	0.0860572254
202	0.08583041359
203	0.0854929924
204	0.08524398243
205	0.08495179345
206	0.0848663835
207	0.08452056997
208	0.08434217677
209	0.08419139525
210	0.08388965831
211	0.083786611
212	0.08367118835
213	0.08344017478
214	0.08326083913
215	0.08307608997
216	0.0829077328
217	0.08270904317
218	0.08244338877
219	0.08226096209
220	0.08203537324
221	0.08189702875
222	0.08163270389
223	0.081505063
224	0.08117205676
225	0.08095986422
226	0.08083535924
227	0.08071887072
228	0.08048312804
229	0.08030486387
230	0.08001910939
231	0.07986550051
232	0.07962972978
233	0.0794432584
234	0.07926740085
235	0.07912357555
236	0.07902171191
237	0.07894140131
238	0.07877597248
239	0.07860865312
240	0.07843782762
241	0.07824065826
242	0.07810281866
243	0.07801365572
244	0.07783453324
245	0.07759953667
246	0.07733157663
247	0.07720156277
248	0.07703720542
249	0.07681963864
250	0.07668911429
251	0.07643042733
252	0.07628649543
253	0.07611237133
254	0.07589884926
255	0.07572008582
256	0.07545722513
257	0.07529892641
258	0.07509938969
259	0.07493295109
260	0.07482878741
261	0.07463427151
262	0.07443293403
263	0.07434341767
264	0.07415901633
265	0.07400276521
266	0.07380468144
267	0.0737099928
268	0.07355306289
269	0.07349021575
270	0.07323033389
271	0.07302588295
272	0.0728913195
273	0.07277190265
274	0.07258013557
275	0.07240639855
276	0.07232365889
277	0.07222408968
278	0.07201213276
279	0.07184160457
280	0.07168717665
281	0.07152120927
282	0.07139800577
283	0.07123576333
284	0.07107500188
285	0.07094974518
286	0.07075470195
287	0.07062644398
288	0.07047169629
289	0.07029440263
290	0.07018638499
291	0.0701166153
292	0.06995247112
293	0.06981841256
294	0.06971976336
295	0.06961073034
296	0.06945233065
297	0.06932107701
298	0.0692646812
299	0.06911569483
300	0.06884310105
301	0.06869438957
302	0.06858792025
303	0.06844420714
304	0.06831980313
305	0.06811714733
306	0.06798956254
307	0.06784513698
308	0.06773399465
309	0.06757389517
310	0.06743473726
311	0.06731419283
312	0.06721829807
313	0.06712201062
314	0.0669994186
315	0.06684708315
316	0.06669532551
317	0.0665500136
318	0.06640472412
319	0.06623240078
320	0.06614481982
321	0.06602225584
322	0.06590392169
323	0.06578658609
324	0.0657170464
325	0.06557851679
326	0.06538140353
327	0.06532903559
328	0.06524375467
329	0.06513486189
330	0.06497671464
331	0.0648485913
332	0.06477361006
333	0.0646736145
334	0.0644451534
335	0.06433839237
336	0.06419667637
337	0.06410515168
338	0.06400570589
339	0.06382601121
340	0.06367764192
341	0.06348022012
342	0.06335655661
343	0.063283982
344	0.06317894319
345	0.06303415859
346	0.062803936
347	0.06266437979
348	0.06250003927
349	0.06241636276
350	0.06231850456
351	0.06221357233
352	0.06205484166
353	0.06187610626
354	0.06172153249
355	0.06161469852
356	0.06150192934
357	0.06131129545
358	0.0611482508
359	0.06106754752
360	0.06098810084
361	0.06087989807
362	0.06076130587
363	0.06062795976
364	0.06053021375
365	0.06045592813
366	0.0602971694
367	0.06006763122
368	0.0599257357
369	0.05984477997
370	0.05972516677
371	0.05965935202
372	0.05955193463
373	0.05942004709
374	0.05930929745
375	0.0591813985
376	0.05903667001
377	0.05893455393
378	0.05881644417
379	0.0586650063
380	0.05859947205
381	0.05850774541
382	0.05841195724
383	0.05823289647
384	0.05810093599
385	0.0580373147
386	0.05792850046
387	0.0578646155
388	0.05777439791
389	0.05767692117
390	0.05749127444
391	0.05734594009
392	0.05720797707
393	0.05712271298
394	0.05703898598
395	0.05685423683
396	0.05677713506
397	0.05664310455
398	0.05652827656
399	0.05643444061
400	0.05632354512
401	0.05620925006
402	0.05614412532
403	0.0560562246
404	0.05600624645
405	0.05591564178
406	0.05575592939
407	0.05563526154
408	0.05551296122
409	0.05538446763
410	0.05529352637
411	0.0551550192
412	0.05509023666
413	0.05497984606
414	0.05485139735
415	0.05474957298
416	0.05463067784
417	0.05455781151
418	0.05450514625
419	0.05441780651
420	0.05434469335
421	0.05419526942
422	0.05411023533
423	0.05401170394
424	0.053844048
425	0.05368459926
426	0.05362630171
427	0.05351273032
428	0.05344379649
429	0.05332342036
430	0.05324275634
431	0.05311637205
432	0.05300791684
433	0.05290178411
434	0.05283085879
435	0.05272368263
436	0.05261331446
437	0.05253877079
438	0.05248211692
439	0.0523816838
440	0.05226093741
441	0.05222053528
