iter	Logloss
442	0.05210048451
443	0.0520346922
444	0.05196014853
445	0.05189324547
446	0.05183573891
447	0.05175666809
448	0.0516478819
449	0.05153872546
450	0.05145626068
451	0.05139058618
452	0.05128051533
453	0.05118393618
454	0.05113093432
455	0.05107712465
456	0.05100650787
457	0.05085191166
458	0.05075113633
459	0.05070292529
460	0.05063587077
461	0.05057226069
462	0.05052615895
463	0.0504397785
464	0.05035377951
465	0.05024136936
466	0.05010243584
467	0.05001717736
468	0.04995553073
469	0.04983501434
470	0.04972579058
471	0.04964634951
472	0.04956901775
473	0.04949206184
474	0.04937167448
475	0.04931335449
476	0.04919884626
477	0.0491298956
478	0.04907804377
479	0.04904118145
480	0.04896438823
481	0.04889714297
482	0.0487940059
483	0.04873998305
484	0.04867125118
485	0.0485569449
486	0.04844836067
487	0.04836309657
488	0.04829885819
489	0.0482331332
490	0.04814175437
491	0.04805590686
492	0.04801561692
493	0.04792140512
494	0.04785303228
495	0.04773686914
496	0.04761597689
497	0.04754184835
498	0.04743765663
499	0.04739819134
500	0.0473398994
501	0.047299688
502	0.04720018611
503	0.04714647181
504	0.04710108813
505	0.04705452919
506	0.04699089948
507	0.04695105272
508	0.04682746775
509	0.04677423589
510	0.04665670395
511	0.04657341452
512	0.04653172773
513	0.04647277944
514	0.04635622922
515	0.04625931347
516	0.04616303163
517	0.04609501502
518	0.04597723624
519	0.04590866986
520	0.04583924237
521	0.045801892
522	0.04566760344
523	0.0455933066
524	0.04549612157
525	0.0453692324
526	0.04524691526
527	0.04518402324
528	0.04508444281
529	0.04504992822
530	0.04495328454
531	0.04485450913
532	0.04476440093
533	0.04468168371
534	0.04464834999
535	0.04458318037
536	0.04452744652
537	0.0443770044
538	0.04427903119
539	0.04422912878
540	0.04412932115
541	0.04410023689
542	0.04400319492
543	0.04394291709
544	0.0438611255
545	0.04377961439
546	0.04373068249
547	0.04362064249
548	0.04349431992
549	0.04344716353
550	0.04341858696
551	0.04332309611
552	0.04325709623
553	0.04318284988
554	0.04306650723
555	0.04303859823
556	0.0429893101
557	0.04293114157
558	0.04290060156
559	0.04284484527
560	0.04272120981
561	0.04261244606
562	0.04248662836
563	0.04232806598
564	0.04227724356
565	0.0421709229
566	0.04209531896
567	0.0420556405
568	0.04201879782
569	0.0419831332
570	0.04191255569
571	0.04183742299
572	0.04179359324
573	0.04174803005
574	0.04168648439
575	0.04165934394
576	0.04158866546
577	0.04152700761
578	0.04147925657
579	0.04138464647
580	0.041308964
581	0.04122588214
582	0.04117992906
583	0.04113516808
584	0.04110118922
585	0.04104952812
586	0.04098019319
587	0.04089066001
588	0.04084867029
589	0.04082609625
590	0.04076582123
591	0.0406729025
592	0.04057962754
593	0.04051202325
594	0.04035195182
595	0.04031982983
596	0.04027508006
597	0.04018752715
598	0.04007151828
599	0.0400326813
600	0.03991390677
601	0.03982158549
602	0.03974152453
603	0.03972111309
604	0.03967767884
605	0.03961199312
606	0.03955917358
607	0.03949065208
608	0.03943736413
609	0.03941534267
610	0.03935808855
611	0.03928960632
612	0.03923992269
613	0.03918891795
614	0.03910601279
615	0.03899457595
616	0.03895133523
617	0.03886333914
618	0.03877165738
619	0.03870966014
620	0.03866556672
621	0.03862292907
622	0.03855541734
623	0.0385372246
624	0.03846510719
625	0.0383553533
626	0.03827873118
627	0.03826573316
628	0.03823651426
629	0.03817913392
630	0.03806257809
631	0.03803013072
632	0.03795238383
633	0.03790484036
634	0.0378892001
635	0.03785383561
636	0.03780619677
637	0.03769168293
638	0.03761290101
639	0.0375476725
640	0.03746848106
641	0.03742232603
642	0.03737865616
643	0.03734275032
644	0.03730470713
645	0.03719485227
646	0.03713282417
647	0.03707634982
648	0.03704829496
649	0.03698011286
650	0.03693571091
651	0.03690023142
652	0.03683344336
653	0.03680061453
654	0.03678745662
655	0.03669931187
656	0.03662627445
657	0.03658553853
658	0.03655192431
659	0.03651675617
660	0.03643102085
661	0.03641056453
662	0.03635692596
663	0.03630558463
664	0.03624989005
665	0.03620678397
666	0.03618018767
667	0.03614619199
668	0.03612953915
669	0.03606718568
670	0.03599802186
671	0.03593747195
672	0.03587716607
673	0.03578665116
674	0.03573046292
675	0.03563384449
676	0.03559690924
677	0.03550175499
678	0.03547511381
679	0.03544465514
680	0.03541792701
681	0.03537584193
682	0.03528197232
683	0.03524481549
684	0.03518391497
685	0.03514200098
686	0.0350800963
687	0.03503147574
688	0.03494235488
689	0.03490079992
690	0.03486983355
691	0.03483672984
692	0.03478496215
693	0.03474000202
694	0.03467797111
695	0.03465071846
696	0.03463167303
697	0.03459695928
698	0.03456231847
699	0.03453395787
700	0.03448380302
701	0.03442955859
702	0.03435797691
703	0.03428504607
704	0.03425277542
705	0.03421381782
706	0.03418101984
707	0.03415703493
708	0.0341196509
709	0.03405605765
710	0.03401670456
711	0.03392765943
712	0.03388991636
713	0.03381391694
714	0.03372366849
715	0.03367384742
716	0.03360135696
717	0.03351531309
718	0.03347801882
719	0.03346154269
720	0.03341264164
721	0.03338136112
722	0.03333044613
723	0.03329654581
724	0.03326444065
725	0.03324138978
726	0.03320072118
727	0.0331557358
728	0.03309886315
729	0.03306502174
730	0.03304273381
731	0.03301647411
732	0.03298048132
733	0.03292037178
734	0.03287616337
735	0.03282660877
736	0.03279788915
737	0.03274980433
738	0.03268676085
739	0.03259812243
740	0.03257432264
741	0.03255371206
742	0.03249892627
743	0.03246426302
744	0.03236919291
745	0.03233158448
746	0.03225051095
747	0.0321982524
748	0.03211579603
749	0.03207023004
750	0.03200203952
751	0.0319110674
752	0.03182418487
753	0.03174759921
754	0.03167738354
755	0.03165140713
756	0.03163655225
757	0.03155411271
758	0.03151791516
759	0.03147462396
760	0.03143366645
761	0.03138352282
762	0.03135211047
763	0.03130168915
764	0.03126466415
765	0.0312513688
766	0.03117599768
767	0.03109826481
768	0.0310557141
769	0.03101352243
770	0.03098324607
771	0.0309476067
772	0.03089851492
773	0.03086750367
774	0.03083830441
775	0.030790343
776	0.03076195717
777	0.03074861414
778	0.03067096822
779	0.03058639975
780	0.03054913072
781	0.03051472832
782	0.03047566694
783	0.03044214249
784	0.03041837356
785	0.03032568763
786	0.03030689183
787	0.0302748624
788	0.03023404514
789	0.03019370752
790	0.03013155881
791	0.03011098189
792	0.0300723693
793	0.0300187167
794	0.02999242334
795	0.02995978243
796	0.02992657774
797	0.02991212957
798	0.02987773278
799	0.02985116173
800	0.02980796029
801	0.02978604822
802	0.02975466672
803	0.0297463361
804	0.02971942004
805	0.0296772452
806	0.02965880001
807	0.02958771201
808	0.02953386868
809	0.02947563284
810	0.02944344913
811	0.02941221349
812	0.02937598228
813	0.02934805646
814	0.02928631165
815	0.02925236085
816	0.02921067406
817	0.02920065768
818	0.02918025185
819	0.02914886475
820	0.0291199628
821	0.02909433982
822	0.02905290267
823	0.02903044084
824	0.0290057014
825	0.02896846322
826	0.02895448629
827	0.02891207863
828	0.02884888368
829	0.02882720442
830	0.02878700144
831	0.02875934489
832	0.02870602047
833	0.02868392608
834	0.02861121683
835	0.02855689666
836	0.02852801996
837	0.02849401025
838	0.02847212904
839	0.02844192561
840	0.02839095733
841	0.02837143786
842	0.02832233766
843	0.02829938776
844	0.02827778424
845	0.02825199856
846	0.0282269001
847	0.02819281185
848	0.02814741696
849	0.0281367358
850	0.02809865615
851	0.02805208879
852	0.0280252625
853	0.02800416385
854	0.02798130652
855	0.0279603902
856	0.02793282621
857	0.02792583914
858	0.02786618962
859	0.02781560561
860	0.02778186237
861	0.02774910085
862	0.02769368396
863	0.02767562305
864	0.02765175875
865	0.0275775096
866	0.02753134335
867	0.0275119501
868	0.02749403505
869	0.02746333795
870	0.02745156849
871	0.02742277875
872	0.02737619176
873	0.02736577427
874	0.02733789893
875	0.02730646133
876	0.02727258065
877	0.02719780698
878	0.02716954456
879	0.02714487525
880	0.02712230963
881	0.02708385972
882	0.02705648647
883	0.02701342527
884	0.02695136631
885	0.02691087162
886	0.02688075234
887	0.02682287833
888	0.02679564813
889	0.02670559603
890	0.02665823207
891	0.02663638732
892	0.02661279791
893	0.02655428157
894	0.02651974734
895	0.02647211972
896	0.02646171626
897	0.02641432426
898	0.02638103822
899	0.02633246254
900	0.02627847896
901	0.02622081532
902	0.02619994107
903	0.0261791061
904	0.02614393795
905	0.02612258126
906	0.02609741267
907	0.02604165358
908	0.0260189393
909	0.02595828842
910	0.0259491079
911	0.02591534502
912	0.02589271209
913	0.02587076075
914	0.02583674543
915	0.02581908002
916	0.02580203169
917	0.02577909301
918	0.02576226066
919	0.0257162571
920	0.02570365737
921	0.02567631217
922	0.02565892163
923	0.02564435005
924	0.02559101161
925	0.02556246028
926	0.02553452604
927	0.0255067657
928	0.02549687554
929	0.02547126377
930	0.02544405881
931	0.02540396522
932	0.0253833322
933	0.02537568878
934	0.02534204651
935	0.02532384255
936	0.02527826534
937	0.02523365582
938	0.02519707399
939	0.02517915053
940	0.02514266687
941	0.02513531517
942	0.02510737531
943	0.02509416973
944	0.02505028669
945	0.02500321444
946	0.02497871062
947	0.02494417359
948	0.02491569239
949	0.02489039477
950	0.02486245492
951	0.0248176743
952	0.02480170867
953	0.0247513182
954	0.02471587798
955	0.02469152563
956	0.02468100716
957	0.02461928199
958	0.02460224208
959	0.02458829038
960	0.02457057728
961	0.02453433486
962	0.02450336288
963	0.02448011006
964	0.02444429959
965	0.02442048297
966	0.02440000422
967	0.02435997234
968	0.02433669707
969	0.02431500659
970	0.02429263732
971	0.02425217348
972	0.02420005237
973	0.02417354303
974	0.02415406564
975	0.02414442231
976	0.02410429786
977	0.02407089121
978	0.02403900764
979	0.02400552245
980	0.02397336399
981	0.02394851516
982	0.02393083853
983	0.02390197025
984	0.0238877633
985	0.02386531269
986	0.02385464556
987	0.02384399526
988	0.02382712364
989	0.02379396663
990	0.02376907573
991	0.02371629266
992	0.02369315203
993	0.02367480783
994	0.02363473387
995	0.02360556546
996	0.02359185499
997	0.02356972975
998	0.02355762089
999	0.02354336346
